id_cp_interaction	interacting_pair	partner_a	partner_b	gene_a	gene_b	secreted	receptor_a	receptor_b	annotation_strategy	is_integrin	rank	B-cells|B-cells	B-cells|CAF	B-cells|Endothelial cells	B-cells|Macrophages	B-cells|NK	B-cells|T-cells	CAF|B-cells	CAF|CAF	CAF|Endothelial cells	CAF|Macrophages	CAF|NK	CAF|T-cells	Endothelial cells|B-cells	Endothelial cells|CAF	Endothelial cells|Endothelial cells	Endothelial cells|Macrophages	Endothelial cells|NK	Endothelial cells|T-cells	Macrophages|B-cells	Macrophages|CAF	Macrophages|Endothelial cells	Macrophages|Macrophages	Macrophages|NK	Macrophages|T-cells	NK|B-cells	NK|CAF	NK|Endothelial cells	NK|Macrophages	NK|NK	NK|T-cells	T-cells|B-cells	T-cells|CAF	T-cells|Endothelial cells	T-cells|Macrophages	T-cells|NK	T-cells|T-cells
CPI-SS03E450F99	EFNA1_EPHA7	simple:P20827	simple:Q15375	EFNA1	EPHA7	True	False	True	curated	False	1.639																																				
CPI-SS0D5DBB634	EFNA3_EPHA7	simple:P52797	simple:Q15375	EFNA3	EPHA7	False	False	True	curated	False	1.639																																				
CPI-SS0F81DBF22	EFNA4_EPHA7	simple:P52798	simple:Q15375	EFNA4	EPHA7	True	False	True	curated	False	1.639																																				
CPI-SS028688B7B	EFNA5_EPHA7	simple:P52803	simple:Q15375	EFNA5	EPHA7	False	False	True	curated	False	1.639																																				
CPI-SS0331C5A49	GDF11_ANTXR1	simple:O95390	simple:Q9H6X2	GDF11	ANTXR1	True	False	True	InnateDB-All	False	1.639																																				
CPI-SS00A6240B6	WNT1_ROR2	simple:P04628	simple:Q01974	WNT1	ROR2	True	False	True	InnateDB-All	False	1.639																																				
CPI-SS014B0FCD2	WNT1_FZD3	simple:P04628	simple:Q9NPG1	WNT1	FZD3	True	False	True	I2D	False	1.639																																				
CPI-SS01F908B16	TFF1_FCRL4	simple:P04155	simple:Q96PJ5	TFF1	FCRL4	True	False	True	IMEx,InnateDB-All,IntAct	False	1.639																																				
CPI-SS023738D54	FGFR1_FGF3	simple:P11362	simple:P11487	FGFR1	FGF3	True	True	False	I2D,InnateDB-All	False	1.639																																				
CPI-SS038E93B77	FGFR1_FGF9	simple:P11362	simple:P31371	FGFR1	FGF9	True	True	False	I2D,InnateDB-All	False	1.639																																				
CPI-SS0907A7598	FGFR2_FGF9	simple:P21802	simple:P31371	FGFR2	FGF9	True	True	False	I2D,InnateDB-All	False	1.639																																				
CPI-SS0649EA05F	FGFR4_FGF9	simple:P22455	simple:P31371	FGFR4	FGF9	True	True	False	I2D	False	1.639																																				
CPI-SS07A9A501C	FGFR3_FGF9	simple:P22607	simple:P31371	FGFR3	FGF9	True	True	False	I2D,InnateDB-All	False	1.639																																				
CPI-SS0769B1FF3	FGFR1_FGF8	simple:P11362	simple:P55075	FGFR1	FGF8	True	True	False	I2D,IMEx,InnateDB-All,IntAct	False	1.639																																				
CPI-SS07BA4A3B7	FGFR2_FGF8	simple:P21802	simple:P55075	FGFR2	FGF8	True	True	False	I2D,IMEx,InnateDB-All,IntAct	False	1.639																																				
CPI-SS0FA326344	FZD6_WNT4	simple:O60353	simple:P56705	FZD6	WNT4	True	True	False	curated	False	1.639																																				
CPI-SS0B42AD9EF	NOTCH1_WNT4	simple:P46531	simple:P56705	NOTCH1	WNT4	True	True	False	I2D	False	1.639																																				
CPI-SS09D379E5B	NOTCH4_DLL3	simple:Q99466	simple:Q9NYJ7	NOTCH4	DLL3	False	True	False	curated	False	1.639																																				
CPI-SS0607D1101	NOTCH1_DLL3	simple:P46531	simple:Q9NYJ7	NOTCH1	DLL3	False	True	False	curated	False	1.639																																				
CPI-SS0AECC113F	FGF10_FGFR2	simple:O15520	simple:P21802	FGF10	FGFR2	True	False	True	I2D,IMEx,InnateDB-All,IntAct	False	1.639																																				
CPI-SS04640F9C3	TFF1_FGFR2	simple:P04155	simple:P21802	TFF1	FGFR2	True	False	True	IMEx,InnateDB-All,MINT	False	1.639																																				
CPI-SS0DC322B61	ROS1_FGFR2	simple:P08922	simple:P21802	ROS1	FGFR2	True	True	True	I2D	False	1.639																																				
CPI-SS0D636A374	FGF2_FGFR3	simple:P09038	simple:P22607	FGF2	FGFR3	True	False	True	curated	False	1.639																																				
CPI-SS015819E65	FGF1_FGFR3	simple:P05230	simple:P22607	FGF1	FGFR3	True	False	True	I2D,IMEx,InnateDB-All,IntAct	False	1.639																																				
CPI-SS0BC9F7E9E	FGF17_FGFR3	simple:O60258	simple:P22607	FGF17	FGFR3	True	False	True	I2D	False	1.639																																				
CPI-SS0E134097C	FGF18_FGFR3	simple:O76093	simple:P22607	FGF18	FGFR3	True	False	True	I2D	False	1.639																																				
CPI-SS013E86AFF	FGF4_FGFR3	simple:P08620	simple:P22607	FGF4	FGFR3	True	False	True	I2D	False	1.639																																				
CPI-SS0F9EE20C3	FGF6_FGFR3	simple:P10767	simple:P22607	FGF6	FGFR3	True	False	True	I2D	False	1.639																																				
CPI-SS0C2A73A10	FGF3_FGFR3	simple:P11487	simple:P22607	FGF3	FGFR3	True	False	True	I2D	False	1.639																																				
CPI-SS076D8A297	FGF5_FGFR3	simple:P12034	simple:P22607	FGF5	FGFR3	True	False	True	I2D	False	1.639																																				
CPI-SS06D341996	FGF3_FGFR2	simple:P11487	simple:P21802	FGF3	FGFR2	True	False	True	I2D,InnateDB-All	False	1.639																																				
CPI-SS00E68BB92	FGF7_FGFR3	simple:P21781	simple:P22607	FGF7	FGFR3	True	False	True	I2D	False	1.639																																				
CPI-SS04297753E	SPP1_CCR8	simple:P10451	simple:P51685	SPP1	CCR8	True	False	True	IMEx,MINT	False	1.639																																				
CPI-SS0ADC886E5	CCL4_CCR8	simple:P13236	simple:P51685	CCL4	CCR8	True	False	True	I2D	False	1.639																																				
CPI-SS03A875239	CCL16_CCR8	simple:O15467	simple:P51685	CCL16	CCR8	True	False	True	I2D	False	1.639																																				
CPI-SS0B784A03E	CCL1_CCR8	simple:P22362	simple:P51685	CCL1	CCR8	True	False	True	curated	False	1.639																																				
CPI-SS0FB37E079	INHA_TGFBR3	simple:P05111	simple:Q03167	INHA	TGFBR3	True	False	True	I2D	False	1.639																																				
CPI-SS027556893	IFNA1_CR2	simple:P01562	simple:P20023	IFNA1	CR2	True	False	True	I2D,InnateDB,InnateDB-All	False	1.639																																				
CPI-SS027556893	IFNA13_CR2	simple:P01562	simple:P20023	IFNA13	CR2	True	False	True	I2D,InnateDB,InnateDB-All	False	1.639																																				
CPI-SS0ACD487F0	L1CAM_L1CAM	simple:P32004	simple:P32004	L1CAM	L1CAM	False	False	False	curated	False	1.639																																				
CPI-SS0D41E15AC	FFAR2_BMP10	simple:O15552	simple:O95393	FFAR2	BMP10	True	True	False	IMEx,IntAct	False	1.639																																				
CPI-SS02904BE32	GLRA2_FAM3C	simple:P23416	simple:Q92520	GLRA2	FAM3C	True	True	False	InnateDB-All	False	1.639																																				
CPI-SS025CAD24A	BMP10_KIR2DL3	simple:O95393	simple:P43628	BMP10	KIR2DL3	True	False	True	IMEx,IntAct	False	1.639																																				
CPI-SS0BF3ED143	FGFR2_FGFR3	simple:P21802	simple:P22607	FGFR2	FGFR3	True	True	True	IMEx,InnateDB-All	False	1.639																																				
CPI-SS08883E9F6	FGF6_FGFR2	simple:P10767	simple:P21802	FGF6	FGFR2	True	False	True	I2D,InnateDB-All	False	1.639																																				
CPI-SS0D67110B0	FGF4_FGFR2	simple:P08620	simple:P21802	FGF4	FGFR2	True	False	True	I2D	False	1.639																																				
CPI-SS0F6A7A4DF	FGF18_FGFR2	simple:O76093	simple:P21802	FGF18	FGFR2	True	False	True	I2D	False	1.639																																				
CPI-SS0FEC87269	KLRG2_TNFSF9	simple:A4D1S0	simple:P41273	KLRG2	TNFSF9	True	True	False	InnateDB-All	False	1.639																																				
CPI-SS044DF8749	KLRG2_WNT5B	simple:A4D1S0	simple:Q9H1J7	KLRG2	WNT5B	True	True	False	InnateDB-All	False	1.639																																				
CPI-SS072B19293	HLA-DPA1_GAL	simple:HLADPA1	simple:P22466	HLA-DPA1	GAL	True	True	False	InnateDB-All	False	1.639																																				
CPI-SS0F8ABC300	GALR2_GAL	simple:O43603	simple:P22466	GALR2	GAL	True	True	False	guidetopharmacology.org	False	1.639																																				
CPI-SS0D03910A0	GALR2_GALP	simple:O43603	simple:Q9UBC7	GALR2	GALP	True	True	False	guidetopharmacology.org	False	1.639																																				
CPI-SS0B0E74BC0	GALR1_GALP	simple:P47211	simple:Q9UBC7	GALR1	GALP	True	True	False	guidetopharmacology.org	False	1.639																																				
CPI-SS02D18D12B	CADM3_CADM4	simple:Q8N126	simple:Q8NFZ8	CADM3	CADM4	False	False	False	curated	False	1.639																																				
CPI-SS008FB916C	FGF2_FGFR4	simple:P09038	simple:P22455	FGF2	FGFR4	True	False	True	curated	False	1.639																																				
CPI-SS0D9366D11	FGF1_FGFR4	simple:P05230	simple:P22455	FGF1	FGFR4	True	False	True	I2D,IMEx,InnateDB-All,IntAct	False	1.639																																				
CPI-SS044CF7EAE	TNFRSF10A_FGFR4	simple:O00220	simple:P22455	TNFRSF10A	FGFR4	True	True	True	InnateDB-All	False	1.639																																				
CPI-SS0AC594A8E	FGF17_FGFR4	simple:O60258	simple:P22455	FGF17	FGFR4	True	False	True	I2D	False	1.639																																				
CPI-SS0D4CA5D92	FGF18_FGFR4	simple:O76093	simple:P22455	FGF18	FGFR4	True	False	True	I2D	False	1.639																																				
CPI-SS07A03C20F	FGF19_FGFR4	simple:O95750	simple:P22455	FGF19	FGFR4	True	False	True	I2D,IMEx,InnateDB-All	False	1.639																																				
CPI-SS02896561C	FGF4_FGFR4	simple:P08620	simple:P22455	FGF4	FGFR4	True	False	True	I2D	False	1.639																																				
CPI-SS0FA481114	FGF6_FGFR4	simple:P10767	simple:P22455	FGF6	FGFR4	True	False	True	I2D	False	1.639																																				
CPI-SS05ECF1933	FGF3_FGFR4	simple:P11487	simple:P22455	FGF3	FGFR4	True	False	True	I2D	False	1.639																																				
CPI-SS066347638	FGF5_FGFR4	simple:P12034	simple:P22455	FGF5	FGFR4	True	False	True	I2D,IMEx,InnateDB-All,IntAct	False	1.639																																				
CPI-SS0D95D41D6	FGF7_FGFR4	simple:P21781	simple:P22455	FGF7	FGFR4	True	False	True	I2D	False	1.639																																				
CPI-SS0467AFD8A	FGF17_FGFR1	simple:O60258	simple:P11362	FGF17	FGFR1	True	False	True	I2D,InnateDB-All	False	1.639																																				
CPI-SS0F2C6A4D4	FGF18_FGFR1	simple:O76093	simple:P11362	FGF18	FGFR1	True	False	True	I2D	False	1.639																																				
CPI-SS070A3A7E5	FGF19_FGFR1	simple:O95750	simple:P11362	FGF19	FGFR1	True	False	True	IMEx,InnateDB-All	False	1.639																																				
CPI-SS0FFB9E01B	FGF4_FGFR1	simple:P08620	simple:P11362	FGF4	FGFR1	True	False	True	I2D	False	1.639																																				
CPI-SS014E486AB	FGF6_FGFR1	simple:P10767	simple:P11362	FGF6	FGFR1	True	False	True	I2D,InnateDB-All	False	1.639																																				
CPI-SS03189F5F6	FGF10_FGFR1	simple:O15520	simple:P11362	FGF10	FGFR1	True	False	True	InnateDB-All	False	1.639																																				
CPI-SS0330D939A	FGF17_FGFR2	simple:O60258	simple:P21802	FGF17	FGFR2	True	False	True	I2D,InnateDB-All	False	1.639																																				
CPI-SS079FD6EC6	GAST_KIR2DL3	simple:P01350	simple:P43628	GAST	KIR2DL3	True	False	True	IMEx,IntAct	False	1.639																																				
CPI-SS0FF49C823	EFNA1_EPHA1	simple:P20827	simple:P21709	EFNA1	EPHA1	True	False	True	curated	False	1.639																																				
CPI-SS0E91E504D	HLA-C_TSHB	simple:HLAC	simple:P01222	HLA-C	TSHB	True	True	False	InnateDB-All	False	1.639																																				
CPI-SS064281234	LAMP1_VSTM1	simple:P11279	simple:Q6UX27	LAMP1	VSTM1	True	True	True	IMEx,IntAct	False	1.639																																				
CPI-SS008F83E02	CCL4_GPRC5D	simple:P13236	simple:Q9NZD1	CCL4	GPRC5D	True	False	True	IMEx,IntAct	False	1.639																																				
CPI-SS06908C6CC	INS_IDE	simple:P01308	simple:P14735	INS	IDE	True	False	True	I2D,IMEx	False	1.639																																				
CPI-SS01A29DD97	GCG_IDE	simple:P01275	simple:P14735	GCG	IDE	True	False	True	IMEx	False	1.639																																				
CPI-SS093E05DD4	NTF3_NTRK2	simple:P20783	simple:Q16620	NTF3	NTRK2	True	False	True	curated	False	1.639																																				
CPI-SS088C1035B	NTF4_NTRK2	simple:P34130	simple:Q16620	NTF4	NTRK2	True	False	True	I2D,IMEx,InnateDB-All,IntAct	False	1.639																																				
CPI-SS0518D683C	ADIPOQ_PROKR2	simple:Q15848	simple:Q8NFJ6	ADIPOQ	PROKR2	True	False	True	IMEx,IntAct	False	1.639																																				
CPI-SS04465565A	PROK1_PROKR2	simple:P58294	simple:Q8NFJ6	PROK1	PROKR2	True	False	True	guidetopharmacology.org	False	1.639																																				
CPI-SS07A97B3E2	CCL4L2_GPR151	simple:Q8NHW4	simple:Q8TDV0	CCL4L2	GPR151	True	False	True	IMEx,IntAct	False	1.639																																				
CPI-SS0471FCFF3	GAL_GPR151	simple:P22466	simple:Q8TDV0	GAL	GPR151	True	False	True	I2D	False	1.639																																				
CPI-SS0CCB8E3D3	CCL4L2_GPR101	simple:Q8NHW4	simple:Q96P66	CCL4L2	GPR101	True	False	True	IMEx,IntAct	False	1.639																																				
CPI-SS034B442CE	TNF_CELSR2	simple:P01375	simple:Q9HCU4	TNF	CELSR2	True	False	True	InnateDB-All	False	1.639																																				
CPI-SS00AD71822	CCK_CCKBR	simple:P06307	simple:P32239	CCK	CCKBR	True	False	True	guidetopharmacology.org	False	1.639																																				
CPI-SS05E4B1EBC	INS_INSR	simple:P01308	simple:P06213	INS	INSR	True	False	True	curated	False	1.639																																				
CPI-SS0F8C664D9	CXCR3_CCL20	simple:P49682	simple:P78556	CXCR3	CCL20	True	True	False	guidetopharmacology.org	False	1.639																																				
CPI-SS07F015051	CCR6_CCL20	simple:P51684	simple:P78556	CCR6	CCL20	True	True	False	curated	False	1.639																																				
CPI-SS0FAF4BB9E	DPP4_CCL11	simple:P27487	simple:P51671	DPP4	CCL11	True	True	False	curated	False	1.639																																				
CPI-SS0DD547726	CCR2_CCL11	simple:P41597	simple:P51671	CCR2	CCL11	True	True	False	guidetopharmacology.org	False	1.639																																				
CPI-SS0AA47D179	TNFRSF13B_CD70	simple:O14836	simple:P32970	TNFRSF13B	CD70	True	True	False	InnateDB-All	False	1.639																																				
CPI-SS0D4BF6CA3	CD27_CD70	simple:P26842	simple:P32970	CD27	CD70	True	True	False	curated	False	1.639																																				
CPI-SS05834E385	CD40_INSL3	simple:P25942	simple:P51460	CD40	INSL3	True	True	False	I2D	False	1.639																																				
CPI-SS026776C89	HLA-DQB2_PRL	simple:HLADQB2	simple:P01236	HLA-DQB2	PRL	True	True	False	InnateDB-All	False	1.639																																				
CPI-SS09F430F14	NGFR_IL2	simple:P08138	simple:P60568	NGFR	IL2	True	True	False	I2D	False	1.639																																				
CPI-SS0BA3A1C3A	NGFR_NTF4	simple:P08138	simple:P34130	NGFR	NTF4	True	True	False	curated	False	1.639																																				
CPI-SS003C9A532	NOTCH2_DLL3	simple:Q04721	simple:Q9NYJ7	NOTCH2	DLL3	False	True	False	curated	False	1.639																																				
CPI-SS0EA96C304	CCK_CCKAR	simple:P06307	simple:P32238	CCK	CCKAR	True	False	True	guidetopharmacology.org	False	1.639																																				
CPI-SS0830AF8E6	GAST_CCKBR	simple:P01350	simple:P32239	GAST	CCKBR	True	False	True	guidetopharmacology.org	False	1.639																																				
CPI-SS0EF2E7F3B	INS_LILRB1	simple:P01308	simple:Q8NHL6	INS	LILRB1	True	False	True	IMEx,IntAct	False	1.639																																				
CPI-SS0323A2952	INS_LILRB2	simple:P01308	simple:Q8N423	INS	LILRB2	True	False	True	IMEx,IntAct	False	1.639																																				
CPI-SS08F13AD5C	CD80_CD274	simple:P33681	simple:Q9NZQ7	CD80	CD274	False	True	True	curated	False	1.639																																				
CPI-SS0D795AC00	EGFR_CNTF	simple:P00533	simple:P26441	EGFR	CNTF	True	True	False	InnateDB-All	False	1.639																																				
CPI-SS054D158CC	NTRK1_GRN	simple:P04629	simple:P28799	NTRK1	GRN	True	True	False	InnateDB-All	False	1.639																																				
CPI-SS0A19E9C34	EGFR_BTC	simple:P00533	simple:P35070	EGFR	BTC	True	True	False	curated	False	1.639																																				
CPI-SS06BC4D123	ERBB3_BTC	simple:P21860	simple:P35070	ERBB3	BTC	True	True	False	curated	False	1.639																																				
CPI-SS0E6E8A727	NTRK1_COPA	simple:P04629	simple:P53621	NTRK1	COPA	True	True	False	InnateDB-All	False	1.639																																				
CPI-SS04C3EC52C	MTNR1B_COPA	simple:P49286	simple:P53621	MTNR1B	COPA	True	True	False	I2D,IMEx,InnateDB-All,IntAct	False	1.639																																				
CPI-SS03098AC28	ERBB4_HBEGF	simple:Q15303	simple:Q99075	ERBB4	HBEGF	True	True	True	curated	False	1.639																																				
CPI-SS0E2863F09	TNFRSF17_TNFSF13B	simple:Q02223	simple:Q9Y275	TNFRSF17	TNFSF13B	True	True	False	curated	False	1.639																																				
CPI-SS004A073E1	NTRK1_NTF3	simple:P04629	simple:P20783	NTRK1	NTF3	True	True	False	curated	False	1.639																																				
CPI-SS0ADA587B4	NGFR_NTF3	simple:P08138	simple:P20783	NGFR	NTF3	True	True	False	curated	False	1.639																																				
CPI-SS0B1AB068C	NTRK1_GPI	simple:P04629	simple:P06744	NTRK1	GPI	True	True	False	InnateDB-All	False	1.639																																				
CPI-SS0391D4602	NTRK1_NAMPT	simple:P04629	simple:P43490	NTRK1	NAMPT	True	True	False	InnateDB-All	False	1.639																																				
CPI-SS05D1A6BEF	NTRK1_AIMP1	simple:P04629	simple:Q12904	NTRK1	AIMP1	True	True	False	InnateDB-All	False	1.639																																				
CPI-SS074CF011C	ERBB4_NRG4	simple:Q15303	simple:Q8WWG1	ERBB4	NRG4	True	True	False	curated	False	1.639																																				
CPI-SS04C8BC444	KLRF2_CLEC2A	simple:D3W0D1	simple:Q6UVW9	KLRF2	CLEC2A	False	True	True	curated	False	1.639																																				
CPI-SS00F977575	BMP10_KIR3DL1	simple:O95393	simple:P43629	BMP10	KIR3DL1	True	False	True	IMEx,IntAct	False	1.639																																				
CPI-SS0B26EEF21	BMP10_GPR152	simple:O95393	simple:Q8TDT2	BMP10	GPR152	True	False	True	IMEx,IntAct	False	1.639																																				
CPI-SS094C06AA8	GAST_GPR152	simple:P01350	simple:Q8TDT2	GAST	GPR152	True	False	True	IMEx,IntAct	False	1.639																																				
CPI-SS0268D47AD	CCL4_GPR152	simple:P13236	simple:Q8TDT2	CCL4	GPR152	True	False	True	IMEx,IntAct	False	1.639																																				
CPI-SS016B111FE	IGF2_GPR152	simple:P01344	simple:Q8TDT2	IGF2	GPR152	True	False	True	IMEx,IntAct	False	1.639																																				
CPI-SS0714977CA	BDNF_GPR152	simple:P23560	simple:Q8TDT2	BDNF	GPR152	True	False	True	IMEx,IntAct	False	1.639																																				
CPI-SS000171CB7	IFNA8_GPR152	simple:P32881	simple:Q8TDT2	IFNA8	GPR152	True	False	True	IMEx,IntAct	False	1.639																																				
CPI-SS0E1389B57	ADIPOQ_GPR152	simple:Q15848	simple:Q8TDT2	ADIPOQ	GPR152	True	False	True	IMEx,IntAct	False	1.639																																				
CPI-SS0A866903F	CCL4L2_GPR152	simple:Q8NHW4	simple:Q8TDT2	CCL4L2	GPR152	True	False	True	IMEx,IntAct	False	1.639																																				
CPI-SS04A4A2334	ASGR2_ADIPOQ	simple:P07307	simple:Q15848	ASGR2	ADIPOQ	True	True	False	IMEx,IntAct	False	1.639																																				
CPI-SS08C995EB4	CXCL17_GPR35	simple:Q6UXB2	simple:Q9HC97	CXCL17	GPR35	True	False	True	guidetopharmacology.org	False	1.639																																				
CPI-SS08A54963F	EFNA2_EPHA2	simple:O43921	simple:P29317	EFNA2	EPHA2	False	False	True	curated	False	1.639																																				
CPI-SS0830C7910	EFNA2_EPHA8	simple:O43921	simple:P29322	EFNA2	EPHA8	False	False	True	curated	False	1.639																																				
CPI-SS0483CE4ED	PTHLH_PTH1R	simple:P12272	simple:Q03431	PTHLH	PTH1R	True	False	True	guidetopharmacology.org	False	1.639																																				
CPI-SS058E608D0	PTHLH_PRLHR	simple:P12272	simple:P49683	PTHLH	PRLHR	True	False	True	guidetopharmacology.org	False	1.639																																				
CPI-SS05F45873A	SAA1_FPR2	simple:P0DJI8	simple:P25090	SAA1	FPR2	True	False	True	guidetopharmacology.org	False	1.639																																				
CPI-SS018FB4D9F	RLN2_RXFP2	simple:P04090	simple:Q8WXD0	RLN2	RXFP2	True	False	True	guidetopharmacology.org	False	1.639																																				
CPI-SS0D3A5646A	RLN1_RXFP2	simple:P04808	simple:Q8WXD0	RLN1	RXFP2	True	False	True	guidetopharmacology.org	False	1.639																																				
CPI-SS06CF55F94	INSL3_RXFP2	simple:P51460	simple:Q8WXD0	INSL3	RXFP2	True	False	True	guidetopharmacology.org	False	1.639																																				
CPI-SS045EC4F7D	RLN2_RXFP1	simple:P04090	simple:Q9HBX9	RLN2	RXFP1	True	False	True	guidetopharmacology.org	False	1.639																																				
CPI-SS0FAE75A75	RLN1_RXFP1	simple:P04808	simple:Q9HBX9	RLN1	RXFP1	True	False	True	guidetopharmacology.org	False	1.639																																				
CPI-SS08805BBC2	INSL3_RXFP1	simple:P51460	simple:Q9HBX9	INSL3	RXFP1	True	False	True	guidetopharmacology.org	False	1.639																																				
CPI-SS031E35270	RLN3_RXFP1	simple:Q8WXF3	simple:Q9HBX9	RLN3	RXFP1	True	False	True	guidetopharmacology.org	False	1.639																																				
CPI-SS0F8DE3306	RLN2_RXFP3	simple:P04090	simple:Q9NSD7	RLN2	RXFP3	True	False	True	guidetopharmacology.org	False	1.639																																				
CPI-SS0F32DB87D	PTH_PTH1R	simple:P01270	simple:Q03431	PTH	PTH1R	True	False	True	I2D,IMEx,InnateDB-All,IntAct	False	1.639																																				
CPI-SS02EF37382	RLN3_RXFP3	simple:Q8WXF3	simple:Q9NSD7	RLN3	RXFP3	True	False	True	guidetopharmacology.org	False	1.639																																				
CPI-SS01AD399A0	IL4_IL13RA2	simple:P05112	simple:Q14627	IL4	IL13RA2	True	False	True	I2D	False	1.639																																				
CPI-SS066FBE098	IL13_IL13RA2	simple:P35225	simple:Q14627	IL13	IL13RA2	True	False	True	curated	False	1.639																																				
CPI-SS0186F8AED	TNFSF9_IL13RA2	simple:P41273	simple:Q14627	TNFSF9	IL13RA2	True	False	True	InnateDB-All	False	1.639																																				
CPI-SS0BCCDFA7A	NAMPT_IL13RA2	simple:P43490	simple:Q14627	NAMPT	IL13RA2	True	False	True	InnateDB-All	False	1.639																																				
CPI-SS0073098F3	IL13_TMEM219	simple:P35225	simple:Q86XT9	IL13	TMEM219	True	False	True	IMEx,IntAct	False	1.639																																				
CPI-SS0A05319F5	CRH_CRHR2	simple:P06850	simple:Q13324	CRH	CRHR2	True	False	True	I2D,InnateDB-All	False	1.639																																				
CPI-SS0E654708F	UCN_CRHR2	simple:P55089	simple:Q13324	UCN	CRHR2	True	False	True	guidetopharmacology.org	False	1.639																																				
CPI-SS05BE83BC6	CSF1R_CSF3	simple:P07333	simple:P09919	CSF1R	CSF3	True	True	False	guidetopharmacology.org	False	1.639																																				
CPI-SS07AF9303D	GRP_GRPR	simple:P07492	simple:P30550	GRP	GRPR	True	False	True	guidetopharmacology.org	False	1.639																																				
CPI-SS08376F0E6	CSF3_CSF3R	simple:P09919	simple:Q99062	CSF3	CSF3R	True	False	True	curated	False	1.639																																				
CPI-SS02D7A1DDE	KIT_KITLG	simple:P10721	simple:P21583	KIT	KITLG	True	True	False	curated	False	1.639																																				
CPI-SS092E57263	CSF2_CSF1R	simple:P04141	simple:P07333	CSF2	CSF1R	True	False	True	guidetopharmacology.org	False	1.639																																				
CPI-SS0EDAE16B6	EPOR_KITLG	simple:P19235	simple:P21583	EPOR	KITLG	True	True	False	I2D	False	1.639																																				
CPI-SS012B216F6	PTHLH_PTH2R	simple:P12272	simple:P49190	PTHLH	PTH2R	True	False	True	guidetopharmacology.org	False	1.639																																				
CPI-SS01963C4CA	TG_ASGR1	simple:P01266	simple:P07306	TG	ASGR1	True	False	True	I2D	False	1.639																																				
CPI-SS05E001125	LGR5_RSPO4	simple:O75473	simple:Q2I0M5	LGR5	RSPO4	True	True	False	guidetopharmacology.org	False	1.639																																				
CPI-SS0F102AAC5	LGR5_RSPO1	simple:O75473	simple:Q2MKA7	LGR5	RSPO1	True	True	False	guidetopharmacology.org	False	1.639																																				
CPI-SS0FC0CA5ED	LGR5_RSPO2	simple:O75473	simple:Q6UXX9	LGR5	RSPO2	True	True	False	guidetopharmacology.org	False	1.639																																				
CPI-SS05162C56B	NTF3_NTRK3	simple:P20783	simple:Q16288	NTF3	NTRK3	True	False	True	curated	False	1.639																																				
CPI-SS04FB6F38D	PROK1_PROKR1	simple:P58294	simple:Q8TCW9	PROK1	PROKR1	True	False	True	guidetopharmacology.org	False	1.639																																				
CPI-SS0BE567EFB	GAL_GALR1	simple:P22466	simple:P47211	GAL	GALR1	True	False	True	guidetopharmacology.org	False	1.639																																				
CPI-SS033C67295	UTS2_UTS2R	simple:O95399	simple:Q9UKP6	UTS2	UTS2R	True	False	True	guidetopharmacology.org	False	1.639																																				
CPI-SS00EC753E6	GLP2R_GCG	simple:O95838	simple:P01275	GLP2R	GCG	True	True	False	guidetopharmacology.org	False	1.639																																				
CPI-SS079728E8B	ADORA2B_ENTPD1	simple:P29275	simple:P49961	ADORA2B	ENTPD1	False	True	False	curated	False	1.639																																				
CPI-SS03E7587E4	ADORA1_ENTPD1	simple:P30542	simple:P49961	ADORA1	ENTPD1	False	True	False	curated	False	1.639																																				
CPI-SS05996C8FD	AGT_AGTR1	simple:P01019	simple:P30556	AGT	AGTR1	True	False	True	guidetopharmacology.org	False	1.639																																				
CPI-SS0D87F8BD7	PTH_PTH2R	simple:P01270	simple:P49190	PTH	PTH2R	True	False	True	I2D,InnateDB-All	False	1.639																																				
CPI-SS069924427	AGT_AGTR2	simple:P01019	simple:P50052	AGT	AGTR2	True	False	True	guidetopharmacology.org	False	1.639																																				
CPI-SS075D9B9AD	KNG1_BDKRB1	simple:P01042	simple:P46663	KNG1	BDKRB1	True	False	True	guidetopharmacology.org	False	1.639																																				
CPI-SS06AC5AF53	PENK_MRGPRX1	simple:P01210	simple:Q96LB2	PENK	MRGPRX1	True	False	True	guidetopharmacology.org	False	1.639																																				
CPI-SS033180726	CGA_LHCGR	simple:P01215	simple:P22888	CGA	LHCGR	True	False	True	I2D,InnateDB-All	False	1.639																																				
CPI-SS0DEF5D0CE	LHB_LHCGR	simple:P01229	simple:P22888	LHB	LHCGR	True	False	True	I2D	False	1.639																																				
CPI-SS0577408A3	CGA_FSHR	simple:P01215	simple:P23945	CGA	FSHR	True	False	True	I2D,InnateDB-All	False	1.639																																				
CPI-SS035A3ADDF	FSHB_FSHR	simple:P01225	simple:P23945	FSHB	FSHR	True	False	True	I2D,IMEx,InnateDB-All,IntAct	False	1.639																																				
CPI-SS0C7833961	TSHB_TSHR	simple:P01222	simple:P16473	TSHB	TSHR	True	False	True	I2D	False	1.639																																				
CPI-SS00689751B	PRL_PRLR	simple:P01236	simple:P16471	PRL	PRLR	True	False	True	I2D,IMEx,InnateDB,IntAct	False	1.639																																				
CPI-SS0A606E2DA	GH1_PRLR	simple:P01241	simple:P16471	GH1	PRLR	True	False	True	I2D,InnateDB-All,IntAct	False	1.639																																				
