gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	B-cells	CAF	Endothelial cells	Macrophages	NK	T-cells
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC06873D10F	96.97132	609.27939	357.98877	114.20222	307.45217	157.01701
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC0E3784FFB	96.97132	609.27939	357.98877	114.20222	307.45217	157.01701
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC0D9B795CC	96.97132	609.27939	357.98877	114.20222	307.45217	157.01701
ITGB1	P05556	True	ITB1_HUMAN	a3b1 complex	CPI-SC04F2478E9	96.97132	609.27939	357.98877	114.20222	307.45217	157.01701
ITGB1	P05556	True	ITB1_HUMAN	a3b1 complex	CPI-SC02BFEEC8A	96.97132	609.27939	357.98877	114.20222	307.45217	157.01701
ITGB1	P05556	True	ITB1_HUMAN	a3b1 complex	CPI-SC0ED0520DD	96.97132	609.27939	357.98877	114.20222	307.45217	157.01701
ITGB1	P05556	True	ITB1_HUMAN	a3b1 complex	CPI-SC09938698A	96.97132	609.27939	357.98877	114.20222	307.45217	157.01701
ITGB1	P05556	True	ITB1_HUMAN	a4b1 complex	CPI-SC06364D669	96.97132	609.27939	357.98877	114.20222	307.45217	157.01701
ITGB1	P05556	True	ITB1_HUMAN	a4b1 complex	CPI-SC07BE7830D	96.97132	609.27939	357.98877	114.20222	307.45217	157.01701
ITGB1	P05556	True	ITB1_HUMAN	a4b1 complex	CPI-SC0BC542ACC	96.97132	609.27939	357.98877	114.20222	307.45217	157.01701
ITGB1	P05556	True	ITB1_HUMAN	a4b1 complex	CPI-SC0E9C058EB	96.97132	609.27939	357.98877	114.20222	307.45217	157.01701
ITGB1	P05556	True	ITB1_HUMAN	a4b1 complex	CPI-SC01833C7FC	96.97132	609.27939	357.98877	114.20222	307.45217	157.01701
ITGB1	P05556	True	ITB1_HUMAN	a4b1 complex	CPI-SC0A9EB628A	96.97132	609.27939	357.98877	114.20222	307.45217	157.01701
ITGB1	P05556	True	ITB1_HUMAN	a4b1 complex	CPI-SC070D5A96F	96.97132	609.27939	357.98877	114.20222	307.45217	157.01701
ITGB1	P05556	True	ITB1_HUMAN	a5b1 complex	CPI-SC08B2AD7C6	96.97132	609.27939	357.98877	114.20222	307.45217	157.01701
ITGB1	P05556	True	ITB1_HUMAN	a5b1 complex	CPI-SC0C8B4C056	96.97132	609.27939	357.98877	114.20222	307.45217	157.01701
ITGB1	P05556	True	ITB1_HUMAN	a5b1 complex	CPI-SC0592EC3D0	96.97132	609.27939	357.98877	114.20222	307.45217	157.01701
ITGB1	P05556	True	ITB1_HUMAN	a5b1 complex	CPI-SC062C5C6C2	96.97132	609.27939	357.98877	114.20222	307.45217	157.01701
ITGB1	P05556	True	ITB1_HUMAN	a5b1 complex	CPI-SC058F72F90	96.97132	609.27939	357.98877	114.20222	307.45217	157.01701
ITGB1	P05556	True	ITB1_HUMAN	a6b1 complex	CPI-SC0EEF3A379	96.97132	609.27939	357.98877	114.20222	307.45217	157.01701
ITGB1	P05556	True	ITB1_HUMAN	a7b1 complex	CPI-SC0A2FE9693	96.97132	609.27939	357.98877	114.20222	307.45217	157.01701
ITGB1	P05556	True	ITB1_HUMAN	a8b1 complex	CPI-SC092C3E4DF	96.97132	609.27939	357.98877	114.20222	307.45217	157.01701
ITGB1	P05556	True	ITB1_HUMAN	a8b1 complex	CPI-SC01195CB48	96.97132	609.27939	357.98877	114.20222	307.45217	157.01701
ITGB1	P05556	True	ITB1_HUMAN	a9b1 complex	CPI-SC01AB9BED7	96.97132	609.27939	357.98877	114.20222	307.45217	157.01701
ITGB1	P05556	True	ITB1_HUMAN	a9b1 complex	CPI-SC056BF6CBB	96.97132	609.27939	357.98877	114.20222	307.45217	157.01701
ITGB1	P05556	True	ITB1_HUMAN	a9b1 complex	CPI-SC062D34C2A	96.97132	609.27939	357.98877	114.20222	307.45217	157.01701
ITGB1	P05556	True	ITB1_HUMAN	aVb1 complex	CPI-SC096929DB0	96.97132	609.27939	357.98877	114.20222	307.45217	157.01701
ITGB1	P05556	True	ITB1_HUMAN	aVb1 complex	CPI-SC067AD890A	96.97132	609.27939	357.98877	114.20222	307.45217	157.01701
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC01C699B73	0.47425	3.28927	13.7897	0.96747	0.0	0.61141
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC00A0B0892	0.47425	3.28927	13.7897	0.96747	0.0	0.61141
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC07ECBFCA7	0.47425	3.28927	13.7897	0.96747	0.0	0.61141
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC0DA298BEC	0.47425	3.28927	13.7897	0.96747	0.0	0.61141
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC067433F6B	0.47425	3.28927	13.7897	0.96747	0.0	0.61141
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC0B6F1A278	0.47425	3.28927	13.7897	0.96747	0.0	0.61141
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC0D19BAF15	0.47425	3.28927	13.7897	0.96747	0.0	0.61141
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC0F516B854	0.47425	3.28927	13.7897	0.96747	0.0	0.61141
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC011F01833	0.47425	3.28927	13.7897	0.96747	0.0	0.61141
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC0FA79E269	0.47425	3.28927	13.7897	0.96747	0.0	0.61141
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC04936738A	0.47425	3.28927	13.7897	0.96747	0.0	0.61141
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC02B111AB0	0.47425	3.28927	13.7897	0.96747	0.0	0.61141
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC0CE851065	0.47425	3.28927	13.7897	0.96747	0.0	0.61141
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC07375C073	0.47425	3.28927	13.7897	0.96747	0.0	0.61141
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC0D6C777F2	0.47425	3.28927	13.7897	0.96747	0.0	0.61141
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC0F74C069F	0.47425	3.28927	13.7897	0.96747	0.0	0.61141
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC041DEF0FB	0.47425	3.28927	13.7897	0.96747	0.0	0.61141
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC0C907A888	0.47425	3.28927	13.7897	0.96747	0.0	0.61141
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC08B1D5269	0.47425	3.28927	13.7897	0.96747	0.0	0.61141
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC0F8101D41	0.47425	3.28927	13.7897	0.96747	0.0	0.61141
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC087556B01	0.47425	3.28927	13.7897	0.96747	0.0	0.61141
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC08E75294D	0.47425	3.28927	13.7897	0.96747	0.0	0.61141
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC0017F527E	0.47425	3.28927	13.7897	0.96747	0.0	0.61141
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC00C0800EB	0.47425	3.28927	13.7897	0.96747	0.0	0.61141
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC0A3F146C2	0.47425	3.28927	13.7897	0.96747	0.0	0.61141
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC008F4294F	0.47425	3.28927	13.7897	0.96747	0.0	0.61141
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC0A199B69E	0.47425	3.28927	13.7897	0.96747	0.0	0.61141
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC015980AEB	0.47425	3.28927	13.7897	0.96747	0.0	0.61141
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC0F94B2CF9	0.47425	3.28927	13.7897	0.96747	0.0	0.61141
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC05565E8CE	0.47425	3.28927	13.7897	0.96747	0.0	0.61141
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC0517A327B	0.47425	3.28927	13.7897	0.96747	0.0	0.61141
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC067EE23E1	0.47425	3.28927	13.7897	0.96747	0.0	0.61141
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC09DFB2ACA	0.47425	3.28927	13.7897	0.96747	0.0	0.61141
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC090311934	0.47425	3.28927	13.7897	0.96747	0.0	0.61141
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC05D8C0EF5	0.47425	3.28927	13.7897	0.96747	0.0	0.61141
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC0725E3A76	0.47425	3.28927	13.7897	0.96747	0.0	0.61141
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC0C9CBDD21	0.47425	3.28927	13.7897	0.96747	0.0	0.61141
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC0BA1D5E00	0.47425	3.28927	13.7897	0.96747	0.0	0.61141
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC0147A8A42	0.47425	3.28927	13.7897	0.96747	0.0	0.61141
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC08938BB1C	0.47425	3.28927	13.7897	0.96747	0.0	0.61141
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC02131C05A	0.47425	3.28927	13.7897	0.96747	0.0	0.61141
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC0BF16A11C	0.47425	3.28927	13.7897	0.96747	0.0	0.61141
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC06B4C6DD5	0.47425	3.28927	13.7897	0.96747	0.0	0.61141
ITGA11	Q9UKX5	True	ITA11_HUMAN	a11b1 complex	CPI-SC07E0348EF	0.18206	60.68422	0.44295	0.01111	0.04596	0.06024
ITGA11	Q9UKX5	True	ITA11_HUMAN	a11b1 complex	CPI-SC05CE52A12	0.18206	60.68422	0.44295	0.01111	0.04596	0.06024
ITGA11	Q9UKX5	True	ITA11_HUMAN	a11b1 complex	CPI-SC0F7E26271	0.18206	60.68422	0.44295	0.01111	0.04596	0.06024
ITGA11	Q9UKX5	True	ITA11_HUMAN	a11b1 complex	CPI-SC0CF621D48	0.18206	60.68422	0.44295	0.01111	0.04596	0.06024
ITGA11	Q9UKX5	True	ITA11_HUMAN	a11b1 complex	CPI-SC0A8902C85	0.18206	60.68422	0.44295	0.01111	0.04596	0.06024
ITGA11	Q9UKX5	True	ITA11_HUMAN	a11b1 complex	CPI-SC0A0532ADC	0.18206	60.68422	0.44295	0.01111	0.04596	0.06024
ITGA11	Q9UKX5	True	ITA11_HUMAN	a11b1 complex	CPI-SC0CFF5E19D	0.18206	60.68422	0.44295	0.01111	0.04596	0.06024
ITGA11	Q9UKX5	True	ITA11_HUMAN	a11b1 complex	CPI-SC0DF641DAA	0.18206	60.68422	0.44295	0.01111	0.04596	0.06024
ITGA11	Q9UKX5	True	ITA11_HUMAN	a11b1 complex	CPI-SC0681D30FE	0.18206	60.68422	0.44295	0.01111	0.04596	0.06024
ITGA11	Q9UKX5	True	ITA11_HUMAN	a11b1 complex	CPI-SC02017BE74	0.18206	60.68422	0.44295	0.01111	0.04596	0.06024
ITGA11	Q9UKX5	True	ITA11_HUMAN	a11b1 complex	CPI-SC0861656EC	0.18206	60.68422	0.44295	0.01111	0.04596	0.06024
ITGA11	Q9UKX5	True	ITA11_HUMAN	a11b1 complex	CPI-SC04085F9F9	0.18206	60.68422	0.44295	0.01111	0.04596	0.06024
ITGA11	Q9UKX5	True	ITA11_HUMAN	a11b1 complex	CPI-SC0A54B5323	0.18206	60.68422	0.44295	0.01111	0.04596	0.06024
ITGA11	Q9UKX5	True	ITA11_HUMAN	a11b1 complex	CPI-SC0ECFACED2	0.18206	60.68422	0.44295	0.01111	0.04596	0.06024
ITGA11	Q9UKX5	True	ITA11_HUMAN	a11b1 complex	CPI-SC0CA323AE3	0.18206	60.68422	0.44295	0.01111	0.04596	0.06024
ITGA11	Q9UKX5	True	ITA11_HUMAN	a11b1 complex	CPI-SC0CBC30AB7	0.18206	60.68422	0.44295	0.01111	0.04596	0.06024
ITGA11	Q9UKX5	True	ITA11_HUMAN	a11b1 complex	CPI-SC0092846B0	0.18206	60.68422	0.44295	0.01111	0.04596	0.06024
ITGA11	Q9UKX5	True	ITA11_HUMAN	a11b1 complex	CPI-SC08AF9CA91	0.18206	60.68422	0.44295	0.01111	0.04596	0.06024
ITGA11	Q9UKX5	True	ITA11_HUMAN	a11b1 complex	CPI-SC07E958BDE	0.18206	60.68422	0.44295	0.01111	0.04596	0.06024
ITGA11	Q9UKX5	True	ITA11_HUMAN	a11b1 complex	CPI-SC08CC68F11	0.18206	60.68422	0.44295	0.01111	0.04596	0.06024
ITGA11	Q9UKX5	True	ITA11_HUMAN	a11b1 complex	CPI-SC0CE433AB8	0.18206	60.68422	0.44295	0.01111	0.04596	0.06024
ITGA11	Q9UKX5	True	ITA11_HUMAN	a11b1 complex	CPI-SC03BFF1D95	0.18206	60.68422	0.44295	0.01111	0.04596	0.06024
ITGA11	Q9UKX5	True	ITA11_HUMAN	a11b1 complex	CPI-SC03ADD2063	0.18206	60.68422	0.44295	0.01111	0.04596	0.06024
ITGA11	Q9UKX5	True	ITA11_HUMAN	a11b1 complex	CPI-SC0082A7233	0.18206	60.68422	0.44295	0.01111	0.04596	0.06024
ITGA11	Q9UKX5	True	ITA11_HUMAN	a11b1 complex	CPI-SC0674C647E	0.18206	60.68422	0.44295	0.01111	0.04596	0.06024
ITGA11	Q9UKX5	True	ITA11_HUMAN	a11b1 complex	CPI-SC03D71E025	0.18206	60.68422	0.44295	0.01111	0.04596	0.06024
ITGA11	Q9UKX5	True	ITA11_HUMAN	a11b1 complex	CPI-SC0DF986F22	0.18206	60.68422	0.44295	0.01111	0.04596	0.06024
ITGA11	Q9UKX5	True	ITA11_HUMAN	a11b1 complex	CPI-SC060984F83	0.18206	60.68422	0.44295	0.01111	0.04596	0.06024
ITGA11	Q9UKX5	True	ITA11_HUMAN	a11b1 complex	CPI-SC0014D5A6E	0.18206	60.68422	0.44295	0.01111	0.04596	0.06024
ITGA11	Q9UKX5	True	ITA11_HUMAN	a11b1 complex	CPI-SC0B066E03C	0.18206	60.68422	0.44295	0.01111	0.04596	0.06024
ITGA11	Q9UKX5	True	ITA11_HUMAN	a11b1 complex	CPI-SC0B4BD965C	0.18206	60.68422	0.44295	0.01111	0.04596	0.06024
ITGA11	Q9UKX5	True	ITA11_HUMAN	a11b1 complex	CPI-SC0247E9ADB	0.18206	60.68422	0.44295	0.01111	0.04596	0.06024
ITGA11	Q9UKX5	True	ITA11_HUMAN	a11b1 complex	CPI-SC0035F0B0F	0.18206	60.68422	0.44295	0.01111	0.04596	0.06024
ITGA11	Q9UKX5	True	ITA11_HUMAN	a11b1 complex	CPI-SC06ACCFA52	0.18206	60.68422	0.44295	0.01111	0.04596	0.06024
ITGA11	Q9UKX5	True	ITA11_HUMAN	a11b1 complex	CPI-SC069F9E62C	0.18206	60.68422	0.44295	0.01111	0.04596	0.06024
ITGA11	Q9UKX5	True	ITA11_HUMAN	a11b1 complex	CPI-SC0D2BDC009	0.18206	60.68422	0.44295	0.01111	0.04596	0.06024
ITGA11	Q9UKX5	True	ITA11_HUMAN	a11b1 complex	CPI-SC05F111D21	0.18206	60.68422	0.44295	0.01111	0.04596	0.06024
ITGA11	Q9UKX5	True	ITA11_HUMAN	a11b1 complex	CPI-SC0BCD683D4	0.18206	60.68422	0.44295	0.01111	0.04596	0.06024
ITGA11	Q9UKX5	True	ITA11_HUMAN	a11b1 complex	CPI-SC041215790	0.18206	60.68422	0.44295	0.01111	0.04596	0.06024
ITGA11	Q9UKX5	True	ITA11_HUMAN	a11b1 complex	CPI-SC037C3901A	0.18206	60.68422	0.44295	0.01111	0.04596	0.06024
ITGA11	Q9UKX5	True	ITA11_HUMAN	a11b1 complex	CPI-SC05B2AA866	0.18206	60.68422	0.44295	0.01111	0.04596	0.06024
ITGA11	Q9UKX5	True	ITA11_HUMAN	a11b1 complex	CPI-SC051B1E9C4	0.18206	60.68422	0.44295	0.01111	0.04596	0.06024
ITGA11	Q9UKX5	True	ITA11_HUMAN	a11b1 complex	CPI-SC0247375A7	0.18206	60.68422	0.44295	0.01111	0.04596	0.06024
ITGA1	P56199	True	ITA1_HUMAN	a1b1 complex	CPI-SC0B808E56A	0.0145	20.09072	63.47693	0.06349	0.51674	21.58068
ITGA1	P56199	True	ITA1_HUMAN	a1b1 complex	CPI-SC089D4762F	0.0145	20.09072	63.47693	0.06349	0.51674	21.58068
ITGA1	P56199	True	ITA1_HUMAN	a1b1 complex	CPI-SC0F73E9099	0.0145	20.09072	63.47693	0.06349	0.51674	21.58068
ITGA1	P56199	True	ITA1_HUMAN	a1b1 complex	CPI-SC016235D3A	0.0145	20.09072	63.47693	0.06349	0.51674	21.58068
ITGA1	P56199	True	ITA1_HUMAN	a1b1 complex	CPI-SC0BC63F8C0	0.0145	20.09072	63.47693	0.06349	0.51674	21.58068
ITGA1	P56199	True	ITA1_HUMAN	a1b1 complex	CPI-SC0672FBD31	0.0145	20.09072	63.47693	0.06349	0.51674	21.58068
ITGA1	P56199	True	ITA1_HUMAN	a1b1 complex	CPI-SC0545E2502	0.0145	20.09072	63.47693	0.06349	0.51674	21.58068
ITGA1	P56199	True	ITA1_HUMAN	a1b1 complex	CPI-SC006E22794	0.0145	20.09072	63.47693	0.06349	0.51674	21.58068
ITGA1	P56199	True	ITA1_HUMAN	a1b1 complex	CPI-SC0458F68A5	0.0145	20.09072	63.47693	0.06349	0.51674	21.58068
ITGA1	P56199	True	ITA1_HUMAN	a1b1 complex	CPI-SC06E5E0C83	0.0145	20.09072	63.47693	0.06349	0.51674	21.58068
ITGA1	P56199	True	ITA1_HUMAN	a1b1 complex	CPI-SC09FDA4F45	0.0145	20.09072	63.47693	0.06349	0.51674	21.58068
ITGA1	P56199	True	ITA1_HUMAN	a1b1 complex	CPI-SC0F4BC2909	0.0145	20.09072	63.47693	0.06349	0.51674	21.58068
ITGA1	P56199	True	ITA1_HUMAN	a1b1 complex	CPI-SC02AE206BE	0.0145	20.09072	63.47693	0.06349	0.51674	21.58068
ITGA1	P56199	True	ITA1_HUMAN	a1b1 complex	CPI-SC0A8E69BC5	0.0145	20.09072	63.47693	0.06349	0.51674	21.58068
ITGA1	P56199	True	ITA1_HUMAN	a1b1 complex	CPI-SC05B6D413B	0.0145	20.09072	63.47693	0.06349	0.51674	21.58068
ITGA1	P56199	True	ITA1_HUMAN	a1b1 complex	CPI-SC05992FDC8	0.0145	20.09072	63.47693	0.06349	0.51674	21.58068
ITGA1	P56199	True	ITA1_HUMAN	a1b1 complex	CPI-SC069F95780	0.0145	20.09072	63.47693	0.06349	0.51674	21.58068
ITGA1	P56199	True	ITA1_HUMAN	a1b1 complex	CPI-SC0DAD29856	0.0145	20.09072	63.47693	0.06349	0.51674	21.58068
ITGA1	P56199	True	ITA1_HUMAN	a1b1 complex	CPI-SC02F06FF62	0.0145	20.09072	63.47693	0.06349	0.51674	21.58068
ITGA1	P56199	True	ITA1_HUMAN	a1b1 complex	CPI-SC0EC572716	0.0145	20.09072	63.47693	0.06349	0.51674	21.58068
ITGA1	P56199	True	ITA1_HUMAN	a1b1 complex	CPI-SC0F8D27FBC	0.0145	20.09072	63.47693	0.06349	0.51674	21.58068
ITGA1	P56199	True	ITA1_HUMAN	a1b1 complex	CPI-SC0EA3FC100	0.0145	20.09072	63.47693	0.06349	0.51674	21.58068
ITGA1	P56199	True	ITA1_HUMAN	a1b1 complex	CPI-SC091173D82	0.0145	20.09072	63.47693	0.06349	0.51674	21.58068
ITGA1	P56199	True	ITA1_HUMAN	a1b1 complex	CPI-SC07FB88720	0.0145	20.09072	63.47693	0.06349	0.51674	21.58068
ITGA1	P56199	True	ITA1_HUMAN	a1b1 complex	CPI-SC035953E6B	0.0145	20.09072	63.47693	0.06349	0.51674	21.58068
ITGA1	P56199	True	ITA1_HUMAN	a1b1 complex	CPI-SC01115AAD1	0.0145	20.09072	63.47693	0.06349	0.51674	21.58068
ITGA1	P56199	True	ITA1_HUMAN	a1b1 complex	CPI-SC0BD4C290F	0.0145	20.09072	63.47693	0.06349	0.51674	21.58068
ITGA1	P56199	True	ITA1_HUMAN	a1b1 complex	CPI-SC053BBE2B1	0.0145	20.09072	63.47693	0.06349	0.51674	21.58068
ITGA1	P56199	True	ITA1_HUMAN	a1b1 complex	CPI-SC0DA5EFA18	0.0145	20.09072	63.47693	0.06349	0.51674	21.58068
ITGA1	P56199	True	ITA1_HUMAN	a1b1 complex	CPI-SC0F778DC8E	0.0145	20.09072	63.47693	0.06349	0.51674	21.58068
ITGA1	P56199	True	ITA1_HUMAN	a1b1 complex	CPI-SC0F590482E	0.0145	20.09072	63.47693	0.06349	0.51674	21.58068
ITGA1	P56199	True	ITA1_HUMAN	a1b1 complex	CPI-SC0BA41B0D3	0.0145	20.09072	63.47693	0.06349	0.51674	21.58068
ITGA1	P56199	True	ITA1_HUMAN	a1b1 complex	CPI-SC090DB3159	0.0145	20.09072	63.47693	0.06349	0.51674	21.58068
ITGA1	P56199	True	ITA1_HUMAN	a1b1 complex	CPI-SC0FF018913	0.0145	20.09072	63.47693	0.06349	0.51674	21.58068
ITGA1	P56199	True	ITA1_HUMAN	a1b1 complex	CPI-SC08BF895FC	0.0145	20.09072	63.47693	0.06349	0.51674	21.58068
ITGA1	P56199	True	ITA1_HUMAN	a1b1 complex	CPI-SC0D7F33CFB	0.0145	20.09072	63.47693	0.06349	0.51674	21.58068
ITGA1	P56199	True	ITA1_HUMAN	a1b1 complex	CPI-SC040B3EFBC	0.0145	20.09072	63.47693	0.06349	0.51674	21.58068
ITGA1	P56199	True	ITA1_HUMAN	a1b1 complex	CPI-SC0EACF2D60	0.0145	20.09072	63.47693	0.06349	0.51674	21.58068
ITGA1	P56199	True	ITA1_HUMAN	a1b1 complex	CPI-SC09C06C70F	0.0145	20.09072	63.47693	0.06349	0.51674	21.58068
ITGA1	P56199	True	ITA1_HUMAN	a1b1 complex	CPI-SC004A436C5	0.0145	20.09072	63.47693	0.06349	0.51674	21.58068
ITGA1	P56199	True	ITA1_HUMAN	a1b1 complex	CPI-SC00BE2EEE3	0.0145	20.09072	63.47693	0.06349	0.51674	21.58068
ITGA1	P56199	True	ITA1_HUMAN	a1b1 complex	CPI-SC08AA91C84	0.0145	20.09072	63.47693	0.06349	0.51674	21.58068
ITGA1	P56199	True	ITA1_HUMAN	a1b1 complex	CPI-SC0EAF80261	0.0145	20.09072	63.47693	0.06349	0.51674	21.58068
ITGA2	P17301	True	ITA2_HUMAN	a2b1 complex	CPI-SC05D87F723	2.43993	7.71811	18.87266	0.67223	1.87806	5.14324
ITGA2	P17301	True	ITA2_HUMAN	a2b1 complex	CPI-SC0606C6896	2.43993	7.71811	18.87266	0.67223	1.87806	5.14324
ITGA2	P17301	True	ITA2_HUMAN	a2b1 complex	CPI-SC01EA4FF6B	2.43993	7.71811	18.87266	0.67223	1.87806	5.14324
ITGA2	P17301	True	ITA2_HUMAN	a2b1 complex	CPI-SC036D78A43	2.43993	7.71811	18.87266	0.67223	1.87806	5.14324
ITGA2	P17301	True	ITA2_HUMAN	a2b1 complex	CPI-SC054484F7B	2.43993	7.71811	18.87266	0.67223	1.87806	5.14324
ITGA2	P17301	True	ITA2_HUMAN	a2b1 complex	CPI-SC02392F4AF	2.43993	7.71811	18.87266	0.67223	1.87806	5.14324
ITGA2	P17301	True	ITA2_HUMAN	a2b1 complex	CPI-SC01FFC9392	2.43993	7.71811	18.87266	0.67223	1.87806	5.14324
ITGA2	P17301	True	ITA2_HUMAN	a2b1 complex	CPI-SC0CA7B34A5	2.43993	7.71811	18.87266	0.67223	1.87806	5.14324
ITGA2	P17301	True	ITA2_HUMAN	a2b1 complex	CPI-SC05CCF815E	2.43993	7.71811	18.87266	0.67223	1.87806	5.14324
ITGA2	P17301	True	ITA2_HUMAN	a2b1 complex	CPI-SC07222A428	2.43993	7.71811	18.87266	0.67223	1.87806	5.14324
ITGA2	P17301	True	ITA2_HUMAN	a2b1 complex	CPI-SC0FBFA176B	2.43993	7.71811	18.87266	0.67223	1.87806	5.14324
ITGA2	P17301	True	ITA2_HUMAN	a2b1 complex	CPI-SC08D8A859F	2.43993	7.71811	18.87266	0.67223	1.87806	5.14324
ITGA2	P17301	True	ITA2_HUMAN	a2b1 complex	CPI-SC0814068D9	2.43993	7.71811	18.87266	0.67223	1.87806	5.14324
ITGA2	P17301	True	ITA2_HUMAN	a2b1 complex	CPI-SC0D870AE49	2.43993	7.71811	18.87266	0.67223	1.87806	5.14324
ITGA2	P17301	True	ITA2_HUMAN	a2b1 complex	CPI-SC0E4E54E13	2.43993	7.71811	18.87266	0.67223	1.87806	5.14324
ITGA2	P17301	True	ITA2_HUMAN	a2b1 complex	CPI-SC08F797F90	2.43993	7.71811	18.87266	0.67223	1.87806	5.14324
ITGA2	P17301	True	ITA2_HUMAN	a2b1 complex	CPI-SC035134F18	2.43993	7.71811	18.87266	0.67223	1.87806	5.14324
ITGA2	P17301	True	ITA2_HUMAN	a2b1 complex	CPI-SC04B354AE3	2.43993	7.71811	18.87266	0.67223	1.87806	5.14324
ITGA2	P17301	True	ITA2_HUMAN	a2b1 complex	CPI-SC0FC645961	2.43993	7.71811	18.87266	0.67223	1.87806	5.14324
ITGA2	P17301	True	ITA2_HUMAN	a2b1 complex	CPI-SC058845C44	2.43993	7.71811	18.87266	0.67223	1.87806	5.14324
ITGA2	P17301	True	ITA2_HUMAN	a2b1 complex	CPI-SC09C0B5D08	2.43993	7.71811	18.87266	0.67223	1.87806	5.14324
ITGA2	P17301	True	ITA2_HUMAN	a2b1 complex	CPI-SC039D075C6	2.43993	7.71811	18.87266	0.67223	1.87806	5.14324
ITGA2	P17301	True	ITA2_HUMAN	a2b1 complex	CPI-SC04B0064C4	2.43993	7.71811	18.87266	0.67223	1.87806	5.14324
ITGA2	P17301	True	ITA2_HUMAN	a2b1 complex	CPI-SC03DD752AB	2.43993	7.71811	18.87266	0.67223	1.87806	5.14324
ITGA2	P17301	True	ITA2_HUMAN	a2b1 complex	CPI-SC052A417CB	2.43993	7.71811	18.87266	0.67223	1.87806	5.14324
ITGA2	P17301	True	ITA2_HUMAN	a2b1 complex	CPI-SC08A98E7D4	2.43993	7.71811	18.87266	0.67223	1.87806	5.14324
ITGA2	P17301	True	ITA2_HUMAN	a2b1 complex	CPI-SC03C093767	2.43993	7.71811	18.87266	0.67223	1.87806	5.14324
ITGA2	P17301	True	ITA2_HUMAN	a2b1 complex	CPI-SC0E0C50FCA	2.43993	7.71811	18.87266	0.67223	1.87806	5.14324
ITGA2	P17301	True	ITA2_HUMAN	a2b1 complex	CPI-SC01E9FAC20	2.43993	7.71811	18.87266	0.67223	1.87806	5.14324
